Gender,Ever_Married,Age,Graduated,Profession,Work_Experience,Spending_Score,Family_Size,Var_1,Segmentation
Female,No,20,No,Healthcare,0.0,Low,2.0,Cat_6,D
Male,Yes,51,Yes,Doctor,8.0,Average,3.0,Cat_4,B
Male,No,29,Yes,Healthcare,1.0,Low,4.0,Other,D
Male,No,26,No,Doctor,2.0,Low,4.0,Cat_6,B
Male,Yes,79,Yes,Other,1.0,Low,1.0,Cat_6,D
Male,Yes,51,No,Artist,1.0,Average,3.0,Cat_6,C
Male,Yes,47,No,Entertainment,0.0,High,5.0,Cat_6,C
Female,Yes,37,Yes,Other,9.0,Low,1.0,Cat_6,A
Male,No,33,No,Healthcare,1.0,Low,5.0,Other,B
Male,No,21,No,Healthcare,1.0,Low,3.0,Cat_6,D
Female,No,29,Yes,Artist,1.0,Low,3.0,Cat_6,C
Female,No,56,Yes,Doctor,3.0,Low,1.0,Cat_6,A
Male,No,31,Yes,Doctor,3.0,Low,4.0,Cat_6,C
Male,No,37,Yes,Healthcare,8.0,Low,3.0,Cat_6,D
Male,Yes,60,Yes,Artist,0.0,Average,2.0,Cat_6,C
Female,Yes,42,Yes,Engineer,1.0,Low,2.0,Cat_6,B
Male,Yes,50,Yes,Artist,1.0,Average,3.0,Cat_6,C
Female,No,22,No,Healthcare,0.0,High,3.0,Cat_3,D
Male,Yes,31,Yes,Artist,0.0,Average,3.0,Other,D
Female,Yes,59,No,Artist,1.0,High,2.0,Cat_6,C
Female,No,26,No,Engineer,0.0,Low,3.0,Cat_6,D
Male,Yes,82,No,Other,1.0,High,4.0,Cat_4,A
Female,No,32,No,Other,0.0,Low,1.0,Cat_4,D
Male,No,32,Yes,Healthcare,1.0,Low,4.0,Cat_6,D
Female,Yes,40,Yes,Artist,0.0,Average,4.0,Cat_6,B
Male,Yes,56,Yes,Artist,0.0,Low,1.0,Cat_6,D
Female,No,43,Yes,Other,9.0,Low,1.0,Cat_6,A
Female,Yes,28,Yes,Healthcare,0.0,Average,2.0,Cat_6,A
Female,No,36,Yes,Artist,13.0,Low,1.0,Cat_6,D
Female,No,33,No,Engineer,1.0,Low,3.0,Cat_6,C
Male,Yes,53,Yes,Doctor,1.0,Low,4.0,Cat_6,A
Male,Yes,50,Yes,Other,1.0,High,3.0,Cat_6,C
Male,No,28,Yes,Entertainment,14.0,Low,2.0,Cat_6,D
Male,Yes,62,Yes,Entertainment,0.0,Average,3.0,Cat_6,C
Female,No,57,Yes,Artist,1.0,Low,1.0,Cat_6,B
Male,Yes,65,Yes,Other,0.0,High,2.0,Cat_6,C
Male,No,20,No,Healthcare,1.0,Low,2.0,Cat_4,D
Male,Yes,37,Yes,Entertainment,8.0,Average,2.0,Cat_6,C
Male,No,59,No,Entertainment,0.0,Low,1.0,Cat_3,A
Female,Yes,53,Yes,Artist,0.0,Average,2.0,Cat_6,C
Female,Yes,88,No,Other,0.0,High,2.0,Cat_6,B
Male,No,36,Yes,Artist,2.0,Low,1.0,Cat_4,B
Male,No,61,No,Healthcare,0.0,High,4.0,Cat_4,A
Male,Yes,35,No,Healthcare,1.0,Low,2.0,Cat_6,D
Male,Yes,55,No,Artist,0.0,Low,2.0,Cat_6,B
Male,Yes,50,Yes,Artist,1.0,Average,4.0,Other,C
Male,No,38,Yes,Artist,1.0,Low,1.0,Cat_6,A
Female,Yes,43,Yes,Artist,4.0,Average,2.0,Cat_6,A
Male,Yes,43,Yes,Entertainment,1.0,Average,5.0,Other,C
Male,No,33,Yes,Healthcare,0.0,Low,5.0,Cat_6,C
Female,Yes,50,No,Engineer,0.0,Low,3.0,Other,B
Female,No,20,No,Doctor,1.0,Low,2.0,Cat_6,D
Female,Yes,76,Yes,Artist,1.0,High,2.0,Cat_6,C
Male,No,62,Yes,Entertainment,1.0,Low,1.0,Cat_6,D
Male,No,22,No,Healthcare,0.0,Low,3.0,Cat_3,D
Female,Yes,59,Yes,Engineer,0.0,Low,1.0,Cat_3,B
Male,Yes,60,Yes,Artist,1.0,Low,2.0,Cat_6,C
Female,No,26,Yes,Other,0.0,Low,2.0,Cat_3,A
Male,Yes,72,Yes,Artist,0.0,Low,3.0,Cat_4,C
Female,No,38,Yes,Engineer,3.0,Low,1.0,Other,B
Male,Yes,80,Yes,Other,4.0,Low,1.0,Cat_6,D
Male,No,29,Yes,Entertainment,8.0,Low,9.0,Cat_6,A
Male,No,38,Yes,Artist,8.0,Low,3.0,Other,A
Male,No,20,No,Healthcare,1.0,Low,5.0,Other,D
Female,Yes,50,Yes,Artist,0.0,Average,3.0,Other,C
Female,No,32,Yes,Other,0.0,Low,3.0,Other,B
Male,Yes,30,Yes,Entertainment,3.0,Average,3.0,Cat_4,D
Male,Yes,70,Yes,Entertainment,0.0,Low,1.0,Cat_6,A
Male,No,21,No,Healthcare,1.0,Low,4.0,Other,D
Female,No,32,Yes,Engineer,0.0,Low,3.0,Cat_6,D
Female,Yes,36,Yes,Artist,1.0,Average,4.0,Cat_6,B
Female,No,40,Yes,Artist,5.0,Low,9.0,Cat_6,C
Male,Yes,53,Yes,Other,0.0,High,4.0,Cat_6,C
Female,Yes,57,Yes,Doctor,0.0,Low,7.0,Other,B
Female,No,23,No,Other,8.0,Low,4.0,Cat_3,B
Female,Yes,47,Yes,Artist,0.0,Low,3.0,Cat_6,C
Female,Yes,35,Yes,Other,7.0,Average,4.0,Cat_6,B
Female,No,46,Yes,Artist,6.0,Low,2.0,Cat_6,C
Male,No,22,No,Healthcare,1.0,Low,4.0,Cat_4,D
Female,Yes,48,Yes,Doctor,1.0,Average,4.0,Cat_6,C
Female,No,28,Yes,Doctor,0.0,Low,3.0,Cat_3,C
Male,Yes,78,Yes,Other,1.0,Low,1.0,Cat_6,B
Male,Yes,43,Yes,Other,1.0,High,4.0,Cat_6,B
Male,Yes,50,Yes,Entertainment,1.0,Low,1.0,Cat_6,A
Female,Yes,88,Yes,Other,0.0,Low,2.0,Cat_6,C
Male,Yes,47,Yes,Artist,2.0,Low,1.0,Cat_6,D
Male,Yes,42,Yes,Artist,0.0,Average,5.0,Cat_6,C
Male,No,35,Yes,Entertainment,0.0,Low,3.0,Other,D
Male,Yes,45,Yes,Entertainment,0.0,Average,2.0,Cat_4,A
Female,No,25,No,Doctor,0.0,Low,2.0,Cat_6,D
Male,Yes,46,Yes,Artist,0.0,Low,2.0,Cat_6,A
Male,Yes,47,Yes,Other,7.0,High,4.0,Cat_6,C
Male,Yes,65,No,Other,0.0,High,2.0,Cat_6,C
Female,No,67,Yes,Engineer,0.0,Low,1.0,Cat_6,D
Female,Yes,50,Yes,Artist,1.0,High,7.0,Other,B
Female,No,18,No,Healthcare,1.0,Low,5.0,Cat_6,D
Female,No,36,No,Engineer,9.0,Low,4.0,Cat_4,D
Male,Yes,43,Yes,Other,0.0,Average,2.0,Cat_4,A
Female,No,37,Yes,Healthcare,0.0,Low,1.0,Cat_6,D
Male,Yes,42,Yes,Artist,1.0,Low,2.0,Cat_3,B
Male,Yes,48,Yes,Artist,7.0,Average,2.0,Cat_6,C
Male,Yes,58,Yes,Other,0.0,Average,4.0,Cat_6,C
Female,Yes,51,Yes,Artist,0.0,Low,1.0,Cat_6,B
Female,Yes,82,No,Other,0.0,High,2.0,Cat_6,A
Female,No,50,Yes,Artist,9.0,Low,1.0,Cat_6,B
Male,No,29,No,Artist,0.0,Low,5.0,Cat_4,A
Female,No,22,No,Entertainment,0.0,Low,3.0,Cat_6,D
Female,No,35,No,Entertainment,1.0,Low,1.0,Cat_6,B
Male,No,20,No,Healthcare,0.0,Low,2.0,Cat_6,D
Male,Yes,46,Yes,Other,2.0,High,4.0,Cat_3,B
Female,Yes,74,No,Other,1.0,High,2.0,Cat_6,D
Male,Yes,29,No,Healthcare,1.0,Low,4.0,Cat_4,A
Male,Yes,53,Yes,Other,9.0,High,4.0,Cat_6,C
Female,Yes,85,Yes,Artist,1.0,Low,1.0,Cat_6,A
Female,Yes,40,Yes,Artist,0.0,Low,2.0,Cat_6,B
Female,Yes,59,No,Other,1.0,High,2.0,Cat_6,B
Male,No,20,No,Healthcare,6.0,Low,3.0,Cat_6,D
Female,No,25,No,Doctor,8.0,Low,3.0,Cat_6,D
Female,Yes,38,Yes,Artist,2.0,Low,1.0,Cat_4,A
Male,Yes,37,Yes,Artist,1.0,Average,3.0,Cat_6,C
Female,Yes,63,Yes,Artist,7.0,Average,3.0,Cat_6,C
Male,Yes,37,Yes,Artist,1.0,Average,2.0,Cat_6,B
Male,No,35,Yes,Artist,9.0,Low,1.0,Cat_6,A
Female,Yes,35,No,Artist,0.0,Average,2.0,Cat_6,B
Male,No,33,No,Doctor,1.0,Low,6.0,Cat_4,A
Female,No,38,Yes,Other,0.0,High,1.0,Cat_3,D
Female,No,18,No,Healthcare,12.0,Low,3.0,Cat_3,D
Female,No,45,Yes,Healthcare,4.0,Low,1.0,Cat_6,A
Male,No,22,No,Engineer,0.0,Low,4.0,Cat_6,D
Male,No,26,Yes,Healthcare,8.0,Low,5.0,Cat_6,D
Female,No,31,Yes,Artist,1.0,Low,1.0,Cat_6,A
Male,No,19,No,Healthcare,13.0,Low,3.0,Cat_3,D
Male,Yes,63,Yes,Entertainment,0.0,Low,2.0,Cat_6,A
Female,No,19,No,Healthcare,0.0,Low,5.0,Cat_6,D
Female,Yes,59,Yes,Artist,0.0,Average,2.0,Cat_6,C
Female,No,18,No,Other,0.0,Low,6.0,Cat_4,D
Female,No,42,Yes,Engineer,0.0,Low,1.0,Cat_6,A
Male,Yes,71,Yes,Other,0.0,High,3.0,Cat_6,A
Male,No,51,No,Entertainment,1.0,Low,1.0,Cat_6,A
Male,No,26,No,Artist,0.0,Low,2.0,Cat_6,D
Male,No,33,No,Engineer,2.0,Low,4.0,Cat_3,D
Male,Yes,43,No,Entertainment,0.0,Average,3.0,Cat_3,A
Female,No,30,Yes,Healthcare,3.0,Low,5.0,Cat_6,B
Male,Yes,18,No,Doctor,10.0,Low,2.0,Cat_6,D
Male,Yes,52,No,Entertainment,1.0,Average,4.0,Cat_3,B
Female,Yes,86,Yes,Other,1.0,Low,2.0,Cat_6,B
Male,No,31,No,Healthcare,1.0,Low,3.0,Other,B
Female,No,25,Yes,Healthcare,1.0,Low,3.0,Cat_6,B
Male,Yes,35,Yes,Artist,9.0,Average,1.0,Cat_6,D
Female,Yes,35,Yes,Artist,8.0,Average,2.0,Cat_6,C
Male,No,28,No,Healthcare,2.0,Low,4.0,Cat_6,C
Female,Yes,83,Yes,Other,1.0,High,3.0,Cat_6,A
Male,Yes,59,No,Other,7.0,Average,5.0,Cat_6,B
Male,No,38,Yes,Artist,1.0,Low,1.0,Cat_6,D
Female,No,40,Yes,Engineer,6.0,Low,3.0,Cat_6,D
Female,No,27,Yes,Healthcare,0.0,Low,1.0,Cat_6,D
Male,Yes,51,Yes,Other,1.0,High,4.0,Cat_6,C
Female,Yes,74,Yes,Artist,0.0,Average,2.0,Cat_6,B
Female,No,23,No,Other,2.0,Low,6.0,Cat_3,D
Male,No,36,Yes,Artist,0.0,Low,1.0,Cat_6,B
Male,Yes,49,No,Artist,1.0,Low,1.0,Cat_6,C
Male,Yes,20,No,Other,1.0,Average,3.0,Cat_3,A
Female,Yes,31,Yes,Entertainment,1.0,Low,1.0,Cat_6,A
Male,Yes,45,Yes,Artist,2.0,Average,3.0,Cat_3,D
Male,Yes,45,No,Artist,3.0,High,4.0,Cat_6,C
Female,Yes,36,Yes,Doctor,7.0,Average,2.0,Cat_6,C
Female,No,19,No,Healthcare,2.0,Low,3.0,Cat_6,D
Male,No,29,Yes,Healthcare,9.0,Low,6.0,Cat_6,D
Female,Yes,58,Yes,Artist,0.0,Average,4.0,Cat_3,B
Male,No,30,Yes,Doctor,3.0,Low,2.0,Cat_6,D
Male,No,38,Yes,Artist,0.0,Low,1.0,Cat_6,A
Male,No,61,Yes,Artist,1.0,Low,1.0,Cat_6,B
Female,Yes,76,No,Other,0.0,Low,1.0,Cat_4,D
Male,No,26,Yes,Doctor,1.0,Low,4.0,Cat_6,C
Male,No,22,No,Healthcare,2.0,Low,5.0,Other,D
Male,No,21,No,Other,1.0,Low,5.0,Cat_6,B
Male,Yes,70,No,Artist,1.0,Average,2.0,Cat_6,C
Male,No,20,No,Artist,2.0,Low,2.0,Cat_6,D
Male,No,32,Yes,Artist,0.0,Low,3.0,Cat_3,D
Female,No,41,Yes,Artist,8.0,Low,3.0,Cat_6,A
Female,Yes,48,Yes,Artist,1.0,High,3.0,Cat_6,C
Female,Yes,70,Yes,Other,1.0,High,2.0,Other,B
Male,Yes,50,Yes,Entertainment,1.0,Average,3.0,Cat_6,C
Female,Yes,41,Yes,Artist,11.0,Average,4.0,Cat_6,C
Female,No,35,No,Other,1.0,Low,1.0,Cat_3,D
Female,Yes,66,No,Engineer,0.0,Average,2.0,Cat_4,A
Female,Yes,56,Yes,Artist,2.0,Average,2.0,Cat_6,B
Male,No,32,Yes,Engineer,0.0,Low,3.0,Cat_4,B
Female,No,40,No,Other,0.0,Low,4.0,Cat_6,D
Female,Yes,48,Yes,Artist,0.0,Average,6.0,Cat_6,A
Female,No,27,No,Other,14.0,Low,1.0,Cat_6,D
Male,Yes,47,Yes,Artist,1.0,Low,2.0,Cat_6,B
Female,Yes,38,Yes,Artist,8.0,Average,2.0,Cat_6,B
Male,Yes,50,Yes,Artist,0.0,Low,3.0,Cat_6,B
Male,No,39,Yes,Artist,0.0,Low,1.0,Cat_6,A
Female,No,32,No,Doctor,0.0,Low,3.0,Cat_6,C
Female,No,29,No,Other,0.0,Low,4.0,Cat_4,A
Male,Yes,38,Yes,Engineer,1.0,Average,4.0,Cat_6,B
Female,No,33,Yes,Healthcare,1.0,Low,2.0,Cat_6,C
Female,No,29,No,Healthcare,1.0,Low,3.0,Cat_6,B
Female,Yes,79,Yes,Other,1.0,Low,1.0,Cat_6,C
Male,No,22,No,Other,3.0,Low,6.0,Other,D
Female,No,40,Yes,Artist,8.0,Low,1.0,Cat_6,B
Male,Yes,48,Yes,Artist,0.0,High,4.0,Cat_6,B
Male,No,47,Yes,Artist,0.0,Low,1.0,Cat_3,B
Male,Yes,41,Yes,Entertainment,2.0,Average,3.0,Cat_4,D
Male,No,18,No,Healthcare,8.0,Low,9.0,Cat_6,D
Male,Yes,37,No,Entertainment,1.0,Low,2.0,Cat_6,A
Male,No,23,No,Healthcare,0.0,Low,6.0,Cat_3,D
Male,Yes,43,Yes,Other,0.0,High,3.0,Cat_6,B
Female,No,36,Yes,Artist,3.0,Low,3.0,Cat_6,C
Female,No,36,Yes,Artist,5.0,Low,2.0,Cat_6,B
Male,Yes,48,Yes,Doctor,1.0,Low,2.0,Cat_6,A
Male,No,19,No,Healthcare,1.0,Low,4.0,Cat_6,D
Male,Yes,35,No,Artist,1.0,Average,3.0,Cat_4,A
Male,No,30,No,Other,1.0,Low,4.0,Cat_4,D
Male,Yes,46,No,Other,0.0,High,2.0,Cat_6,C
Male,Yes,67,Yes,Other,1.0,Low,2.0,Other,D
Female,No,30,No,Other,1.0,Low,1.0,Cat_3,C
Female,No,32,No,Other,9.0,Low,1.0,Cat_6,D
Male,No,19,No,Healthcare,1.0,Low,4.0,Cat_3,D
Female,Yes,62,Yes,Artist,0.0,Average,2.0,Other,C
Female,No,31,Yes,Healthcare,8.0,Low,4.0,Cat_6,C
Male,Yes,81,No,Other,0.0,Low,1.0,Cat_6,D
Male,No,33,No,Entertainment,0.0,Low,3.0,Cat_6,C
Female,Yes,45,Yes,Other,8.0,High,4.0,Cat_6,B
Male,No,28,No,Doctor,0.0,Low,3.0,Cat_3,B
Male,No,18,No,Healthcare,3.0,Low,3.0,Other,D
Female,Yes,52,Yes,Engineer,1.0,Average,3.0,Cat_3,A
Male,No,20,No,Healthcare,7.0,Low,3.0,Cat_6,D
Male,No,25,Yes,Healthcare,1.0,Low,3.0,Cat_6,D
Male,Yes,35,Yes,Artist,1.0,Average,3.0,Cat_6,B
Female,No,40,Yes,Artist,1.0,Low,1.0,Other,B
Male,Yes,53,Yes,Artist,0.0,Average,5.0,Cat_6,C
Male,Yes,50,Yes,Artist,0.0,Average,5.0,Cat_6,C
Female,No,26,Yes,Artist,1.0,Low,4.0,Cat_6,C
Female,Yes,43,Yes,Doctor,0.0,Low,1.0,Cat_6,B
Male,Yes,48,Yes,Other,0.0,High,4.0,Cat_6,C
Male,Yes,33,No,Other,0.0,High,5.0,Cat_3,D
Male,Yes,46,Yes,Artist,1.0,Low,2.0,Cat_6,C
Female,No,27,Yes,Doctor,1.0,Low,4.0,Cat_4,B
Male,Yes,48,No,Other,1.0,Average,4.0,Cat_6,A
Male,No,33,Yes,Other,1.0,Low,1.0,Cat_6,D
Male,Yes,67,Yes,Other,1.0,Low,4.0,Other,B
Male,No,21,No,Healthcare,1.0,Low,4.0,Cat_6,D
Female,No,37,Yes,Artist,8.0,Low,1.0,Cat_6,B
Male,Yes,58,Yes,Other,0.0,High,2.0,Cat_6,B
Female,Yes,50,Yes,Artist,1.0,Low,3.0,Cat_4,C
Female,Yes,62,Yes,Artist,0.0,Low,2.0,Cat_6,C
Female,No,21,No,Other,2.0,Low,2.0,Cat_3,D
Female,No,38,Yes,Other,2.0,Low,4.0,Cat_4,D
Male,Yes,72,Yes,Other,8.0,High,2.0,Cat_6,C
Female,Yes,43,Yes,Artist,0.0,Average,2.0,Other,C
Female,Yes,40,No,Doctor,2.0,Average,2.0,Other,D
Female,No,35,No,Healthcare,0.0,Low,5.0,Cat_6,C
Female,No,43,Yes,Doctor,0.0,Low,2.0,Cat_4,A
Male,No,27,Yes,Healthcare,2.0,Low,4.0,Other,A
Male,No,25,Yes,Artist,1.0,Low,4.0,Cat_6,A
Male,Yes,39,Yes,Healthcare,1.0,Average,2.0,Cat_6,D
Male,Yes,42,No,Artist,7.0,Average,5.0,Cat_6,B
Male,Yes,61,No,Other,1.0,Average,4.0,Cat_4,D
Male,No,52,Yes,Artist,1.0,Low,1.0,Cat_6,B
Male,No,41,Yes,Artist,4.0,Low,1.0,Cat_6,A
Male,No,36,Yes,Artist,6.0,Low,3.0,Other,B
Female,Yes,36,Yes,Artist,5.0,Low,2.0,Cat_4,B
Male,Yes,59,Yes,Artist,4.0,Low,1.0,Cat_4,B
Female,Yes,71,Yes,Artist,1.0,Average,2.0,Cat_6,C
Female,No,36,Yes,Entertainment,7.0,Low,5.0,Cat_6,D
Male,Yes,35,Yes,Artist,1.0,Average,3.0,Cat_6,C
Male,Yes,45,Yes,Doctor,1.0,Average,2.0,Cat_3,A
Female,Yes,39,Yes,Doctor,5.0,Low,2.0,Other,B
Female,No,62,Yes,Engineer,0.0,Low,1.0,Cat_6,B
Male,Yes,88,Yes,Other,0.0,High,2.0,Cat_4,A
Male,Yes,82,Yes,Other,0.0,Low,2.0,Cat_6,D
Female,No,35,Yes,Artist,7.0,Low,1.0,Cat_6,B
Male,Yes,47,Yes,Artist,3.0,Average,2.0,Cat_6,B
Male,Yes,69,No,Artist,0.0,Average,3.0,Cat_6,B
Male,No,22,No,Healthcare,9.0,Low,3.0,Cat_4,D
Male,No,21,Yes,Healthcare,1.0,Low,5.0,Cat_3,D
Male,Yes,36,Yes,Artist,0.0,Average,4.0,Cat_6,B
Female,Yes,47,No,Other,3.0,High,3.0,Cat_6,B
Male,Yes,47,No,Other,1.0,High,2.0,Cat_3,B
Male,Yes,40,Yes,Entertainment,2.0,Average,5.0,Cat_6,A
Female,No,20,No,Healthcare,0.0,Low,3.0,Cat_6,D
Female,No,35,Yes,Artist,1.0,Low,1.0,Cat_6,C
Male,Yes,56,Yes,Artist,0.0,Average,4.0,Cat_6,C
Male,Yes,31,No,Doctor,8.0,Low,2.0,Other,A
Male,No,48,Yes,Artist,1.0,Low,1.0,Cat_6,B
Female,Yes,83,Yes,Other,1.0,Low,1.0,Cat_6,C
Female,Yes,40,No,Entertainment,0.0,Low,4.0,Cat_4,D
Female,No,26,Yes,Artist,9.0,Low,1.0,Cat_6,A
Male,Yes,56,No,Other,0.0,High,4.0,Cat_6,B
Female,Yes,45,Yes,Artist,1.0,Average,2.0,Cat_6,B
Male,Yes,49,Yes,Artist,0.0,Average,2.0,Cat_6,C
Male,Yes,65,Yes,Artist,1.0,Average,4.0,Cat_6,B
Female,No,23,No,Healthcare,6.0,Low,3.0,Cat_3,D
Female,Yes,51,No,Doctor,0.0,Average,3.0,Cat_6,C
Female,No,46,Yes,Engineer,1.0,Low,2.0,Other,D
Male,Yes,52,Yes,Artist,7.0,Average,4.0,Cat_6,B
Female,Yes,65,No,Other,0.0,High,2.0,Cat_6,A
Male,Yes,50,Yes,Doctor,0.0,Average,3.0,Cat_6,C
Male,Yes,78,Yes,Other,6.0,Low,7.0,Cat_3,C
Male,Yes,38,Yes,Artist,1.0,Low,2.0,Cat_6,C
Male,Yes,73,No,Other,1.0,High,3.0,Cat_6,C
Male,Yes,59,No,Artist,0.0,Low,1.0,Cat_6,B
Female,Yes,49,Yes,Artist,0.0,Average,5.0,Other,C
Female,No,30,Yes,Healthcare,1.0,Low,5.0,Other,A
Female,No,42,Yes,Entertainment,1.0,Low,1.0,Cat_6,D
Male,Yes,53,Yes,Artist,1.0,High,2.0,Cat_6,D
Female,Yes,38,Yes,Artist,4.0,Low,1.0,Cat_6,B
Male,No,26,No,Healthcare,0.0,Low,4.0,Cat_3,C
Male,Yes,35,Yes,Artist,1.0,High,2.0,Cat_6,A
Male,Yes,53,Yes,Other,1.0,High,4.0,Cat_4,B
Male,No,63,Yes,Artist,0.0,Low,1.0,Cat_6,A
Female,No,50,Yes,Artist,1.0,Low,1.0,Cat_6,D
Female,No,29,No,Other,2.0,Low,4.0,Cat_3,D
Male,Yes,33,Yes,Artist,1.0,Average,3.0,Cat_6,A
Male,Yes,61,Yes,Other,9.0,High,3.0,Cat_6,C
Female,No,18,No,Other,8.0,Low,3.0,Cat_3,D
Female,No,31,Yes,Healthcare,1.0,Low,7.0,Cat_6,A
Male,Yes,47,Yes,Artist,1.0,Average,4.0,Cat_6,C
Female,No,38,No,Other,13.0,Low,2.0,Cat_6,A
Male,Yes,55,No,Other,2.0,Low,1.0,Cat_3,A
Female,Yes,61,Yes,Artist,0.0,Average,3.0,Cat_4,B
Female,Yes,56,No,Engineer,1.0,Average,5.0,Cat_6,B
Female,No,29,No,Other,2.0,Low,3.0,Cat_6,D
Male,No,20,No,Healthcare,1.0,Low,3.0,Cat_4,D
Male,No,26,Yes,Doctor,13.0,Low,3.0,Cat_6,D
Female,Yes,40,Yes,Engineer,1.0,Average,7.0,Cat_6,A
Female,No,40,Yes,Healthcare,6.0,Low,2.0,Cat_6,D
Male,No,37,Yes,Entertainment,9.0,Low,1.0,Cat_6,D
Female,No,31,Yes,Other,8.0,Low,1.0,Cat_6,D
Female,Yes,42,No,Engineer,0.0,Low,4.0,Cat_4,D
Male,Yes,39,Yes,Entertainment,4.0,Average,4.0,Cat_6,B
Female,Yes,57,Yes,Entertainment,0.0,Average,2.0,Cat_6,C
Female,Yes,38,Yes,Artist,1.0,Average,3.0,Cat_4,C
Female,No,20,No,Healthcare,1.0,Low,3.0,Cat_6,D
Female,Yes,41,No,Other,5.0,Average,3.0,Cat_6,A
Male,Yes,58,Yes,Artist,1.0,Average,2.0,Cat_6,C
Female,No,21,No,Healthcare,8.0,Low,4.0,Cat_6,D
Male,Yes,60,Yes,Other,0.0,Average,5.0,Cat_6,C
Male,No,31,Yes,Doctor,8.0,Low,6.0,Other,A
Male,No,33,Yes,Artist,0.0,Low,3.0,Cat_4,C
Female,No,37,Yes,Healthcare,1.0,Low,1.0,Cat_6,B
Male,No,30,No,Other,1.0,Low,4.0,Cat_6,D
Female,No,36,No,Engineer,0.0,Low,2.0,Cat_6,D
Male,Yes,61,No,Engineer,7.0,Average,5.0,Cat_4,D
Female,Yes,25,No,Engineer,7.0,Average,2.0,Cat_4,D
Male,Yes,37,Yes,Artist,8.0,Average,3.0,Cat_6,B
Male,No,57,Yes,Other,1.0,Low,4.0,Other,A
Female,No,26,Yes,Healthcare,1.0,Low,5.0,Cat_6,B
Male,Yes,35,Yes,Entertainment,1.0,Low,2.0,Cat_3,A
Male,Yes,43,Yes,Artist,8.0,Average,2.0,Cat_6,B
Male,Yes,39,No,Entertainment,0.0,Average,4.0,Cat_6,C
Male,No,23,No,Artist,1.0,Low,4.0,Cat_6,D
Female,No,26,No,Doctor,0.0,Low,1.0,Cat_6,D
Female,No,26,Yes,Doctor,1.0,Low,1.0,Cat_6,D
Female,No,45,No,Other,0.0,Low,1.0,Cat_6,D
Male,No,43,Yes,Artist,1.0,Low,2.0,Other,B
Female,Yes,47,Yes,Artist,7.0,Average,4.0,Cat_6,C
Female,Yes,62,Yes,Artist,1.0,High,2.0,Cat_6,B
Male,Yes,50,No,Other,0.0,High,4.0,Cat_6,B
Male,No,32,Yes,Other,8.0,Low,1.0,Cat_6,D
Male,Yes,57,No,Doctor,4.0,Low,3.0,Cat_4,B
Female,No,50,Yes,Artist,0.0,Low,1.0,Cat_6,B
Male,Yes,55,Yes,Entertainment,1.0,Low,2.0,Cat_6,A
Female,Yes,35,Yes,Entertainment,9.0,Average,2.0,Other,A
Female,Yes,37,No,Entertainment,1.0,Average,2.0,Cat_4,D
Female,Yes,45,Yes,Artist,4.0,High,4.0,Cat_6,C
Male,No,25,No,Other,3.0,Low,1.0,Cat_4,A
Male,Yes,83,Yes,Other,0.0,Low,2.0,Cat_6,B
Female,Yes,85,Yes,Other,0.0,Low,1.0,Cat_3,D
Female,Yes,40,No,Other,6.0,Low,1.0,Cat_6,D
Male,No,20,No,Healthcare,1.0,Low,2.0,Cat_6,D
Female,Yes,37,Yes,Doctor,2.0,High,2.0,Cat_4,A
Male,No,23,No,Engineer,0.0,Low,4.0,Cat_4,D
Male,No,32,No,Doctor,0.0,Low,1.0,Cat_6,A
Female,Yes,52,Yes,Engineer,0.0,Average,4.0,Cat_6,B
Male,No,29,No,Healthcare,1.0,Low,6.0,Cat_6,D
Male,Yes,56,Yes,Artist,4.0,Low,4.0,Cat_3,A
Female,Yes,30,Yes,Healthcare,0.0,Average,4.0,Cat_6,D
Female,Yes,75,Yes,Other,1.0,Low,5.0,Cat_3,D
Female,Yes,25,No,Engineer,0.0,Average,2.0,Cat_4,A
Male,Yes,25,Yes,Artist,12.0,Low,2.0,Cat_6,A
Male,No,30,Yes,Entertainment,0.0,Low,3.0,Cat_6,D
Female,Yes,29,No,Healthcare,1.0,Low,4.0,Cat_6,C
Male,Yes,62,Yes,Other,0.0,Average,3.0,Cat_6,B
Male,Yes,26,No,Doctor,9.0,Low,6.0,Cat_6,D
Female,No,39,Yes,Engineer,1.0,Low,3.0,Cat_6,B
Male,No,27,No,Entertainment,0.0,Low,1.0,Cat_6,D
Female,No,32,Yes,Healthcare,3.0,Low,2.0,Cat_6,C
Male,No,41,Yes,Entertainment,6.0,Low,1.0,Cat_6,A
Male,Yes,47,No,Artist,0.0,Low,4.0,Other,A
Female,No,51,Yes,Entertainment,4.0,Low,1.0,Cat_6,A
Female,No,28,No,Entertainment,1.0,Low,4.0,Cat_6,D
Female,Yes,28,No,Other,9.0,High,3.0,Cat_6,A
Female,No,33,No,Other,1.0,Low,9.0,Cat_6,C
Male,No,32,Yes,Healthcare,1.0,Low,3.0,Cat_6,A
Female,Yes,69,Yes,Artist,1.0,High,4.0,Cat_6,C
Female,Yes,72,Yes,Other,0.0,High,2.0,Cat_6,A
Male,Yes,56,No,Artist,0.0,Average,2.0,Cat_6,A
Male,Yes,49,Yes,Artist,9.0,Low,1.0,Cat_3,B
Female,Yes,47,Yes,Other,1.0,Average,3.0,Cat_6,A
Male,No,18,No,Healthcare,0.0,Low,3.0,Other,D
Female,No,32,Yes,Engineer,0.0,Low,1.0,Cat_6,A
